L_C_roll	L_A_roll	L_Linear	
0	0	-0.0018555	
0	0	-0.00322995	
0	0	-0.00377973	
0	0	-0.00446695	
0	0	-0.00625373	
0	0	-0.00652862	
0	0	-0.00714712	
0	0	-0.00797179	
0	0	-0.00879646	
0	0	-0.00900263	
0	0	-0.00900263	
0	0	-0.0089339	
0	0	-0.0089339	
0	0	-0.0089339	
0	0	-0.00968985	
0	0	-0.00962113	
0	0	-0.00962113	
0	0	-0.00962113	
0	0	-0.00962113	
0	0	-0.00962113	
0	0	-0.00955241	
0	0	-0.00941496	
0	0	-0.00907135	
0	0	-0.00920879	
0	0	-0.00865901	
0	0	-0.00859029	
0	0	-0.00838413	
0	0	-0.00790307	
0	0	-0.00776562	
0	0	-0.0076969	
0	0	-0.00714712	
0	0	-0.0064599	
0	0	-0.00625373	
0	0	-0.00563523	
0	0	-0.00508545	
0	0	-0.00453567	
0	0	-0.00446695	
0	0	-0.00467312	
0	0	-0.00377973	
0	0	-0.00357356	
0	0	-0.00357356	
0	0	-0.00350484	
0	0	-0.00336739	
0	0	-0.00329867	
0	0	-0.00329867	
0	0	-0.00329867	
0	0	-0.00329867	
0	0	-0.00336739	
0	0	-0.00336739	
0	0	-0.00343612	
0	0	-0.00357356	
0	0	-0.00357356	
0	0	-0.00364228	
0	0	-0.00364228	
0	0	-0.00357356	
0	0	-0.00357356	
0	0	-0.00364228	
0	0	-0.00364228	
0	0	-0.00364228	
0	0	-0.00364228	
0	0	-0.00371101	
0	0	-0.00371101	
0	0	-0.00371101	
0	0	-0.00377973	
0	0	-0.00391717	
0	0	-0.00439823	
0	0	-0.00467312	
0	0	-0.00467312	
0	0	-0.00487929	
0	0	-0.00536034	
0	0	-0.00556651	
0	0	-0.00577268	
0	0	-0.00597884	
0	0	-0.00625373	
0	0	-0.00700968	
0	0	-0.00742201	
0	0	-0.00790307	
0	0	-0.00790307	
0	0	-0.00852157	
0	0	-0.00879646	
0	0	-0.0089339	
0	0	-0.00920879	
0	0	-0.0101709	
0	0	-0.0103771	
0	0	-0.0109269	
0	0	-0.0119577	
0	0	-0.0129885	
0	0	-0.0141568	
0	0	-0.0142255	
0	0	-0.013607	
0	0	-0.0125075	
0	0	-0.013126	
0	0	-0.0139506	
0	0	-0.014363	
0	0	-0.0146379	
0	0	-0.0147753	
0	0	-0.0147066	
0	0	-0.0147753	
0	0	-0.014844	
0	0	-0.0147753	
0	0	-0.0147753	
0	0	-0.0145691	
0	0	-0.014844	
0	0	-0.014844	
0	0	-0.014844	
0	0	-0.014844	
0	0	-0.0147753	
0	0	-0.0147753	
0	0	-0.0147753	
0	0	-0.0147066	
0	0	-0.0147066	
0	0	-0.0144317	
0	0	-0.0144317	
0	0	-0.0140881	
0	0	-0.0129885	
0	0	-0.0125762	
0	0	-0.0114766	
0	0	-0.0115454	
0	0	-0.0102396	
0	0	-0.00948368	
0	0	-0.00941496	
0	0	-0.00817796	
0	0	-0.00749073	
0	0	-0.00673479	
0	0	-0.00604757	
0	0	-0.00508545	
0	0	-0.00432951	
0	0	-0.00329867	
0	0	-0.00240528	
0	0	-0.00171806	
0	0	-0.00103084	
0	0	-0.000274889	
0	0	0.000755946	
0	0	0.00116828	
0	0	0.00171806	
0	0	0.00288634	
0	0	0.00371101	
0	0	0.00446695	
0	0	0.00536034	
0	0	0.00577268	
0	0	0.00611629	
0	0	0.00694096	
0	0	0.00762818	
0	0	0.00817796	
0	0	0.00900263	
0	0	0.00996474	
0	0	0.0108581	
0	0	0.0124387	
0	0	0.0135383	
0	0	0.0146379	
0	0	0.0164934	
0	0	0.0177991	
0	0	0.0191048	
0	0	0.0208229	
0	0	0.0228158	
0	0	0.024259	
0	0	0.0259083	
0	0	0.027214	
0	0	0.0283823	
0	0	0.029207	
0	0	0.0298255	
0	0	0.0302378	
0	0	0.030444	
0	0	0.0302378	
0	0	0.0303066	
0	0	0.0306502	
0	0	0.0298942	
0	0	0.029207	
0	0	0.0291383	
0	0	0.0280387	
0	0	0.027214	
0	0	0.0270079	
0	0	0.0261832	
0	0	0.0249462	
0	0	0.024259	
0	0	0.0232282	
0	0	0.0226096	
0	0	0.021785	
0	0	0.0211665	
0	0	0.019792	
0	0	0.0190361	
0	0	0.0178678	
0	0	0.0167683	
0	0	0.0156	
0	0	0.0140881	
0	0	0.0120264	
0	0	0.0104458	
0	0	0.00865901	
0	0	0.00749073	
0	0	0.00652862	
0	0	0.00597884	
0	0	0.00542906	
0	0	0.00474184	
0	0	0.00384845	
0	0	0.00281762	
0	0	0.00206167	
0	0	0.00089339	
0	0	6.87223e-05	
0	0	-0.00130572	
0	0	-0.00226784	
0	0	-0.002474	
0	0	-0.00384845	
0	0	-0.0039859	
0	0	-0.00529162	
0	0	-0.00556651	
0	0	-0.00611629	
0	0	-0.00742201	
0	0	-0.00749073	
0	0	-0.00790307	
0	0	-0.00810924	
0	0	-0.00879646	
0	0	-0.00927752	
0	0	-0.00920879	
0	0	-0.00920879	
0	0	-0.00927752	
0	0	-0.00934624	
0	0	-0.0101022	
0	0	-0.00975857	
0	0	-0.00982729	
0	0	-0.00982729	
0	0	-0.00982729	
0	0	-0.00982729	
0	0	-0.00982729	
0	0	-0.00982729	
0	0	-0.00975857	
0	0	-0.0101709	
0	0	-0.00934624	
0	0	-0.00934624	
0	0	-0.00920879	
0	0	-0.00886518	
0	0	-0.00852157	
0	0	-0.00852157	
0	0	-0.00824668	
0	0	-0.00776562	
0	0	-0.00762818	
0	0	-0.00755946	
0	0	-0.00694096	
0	0	-0.0064599	
0	0	-0.00652862	
0	0	-0.00694096	
0	0	-0.00625373	
0	0	-0.00618501	
0	0	-0.00618501	
0	0	-0.00618501	
0	0	-0.00604757	
0	0	-0.00597884	
0	0	-0.00597884	
0	0	-0.00597884	
0	0	-0.00597884	
0	0	-0.00597884	
0	0	-0.00597884	
0	0	-0.00597884	
0	0	-0.00597884	
0	0	-0.00597884	
0	0	-0.00597884	
0	0	-0.00604757	
0	0	-0.00604757	
0	0	-0.00604757	
0	0	-0.00604757	
0	0	-0.00611629	
0	0	-0.00618501	
0	0	-0.00625373	
0	0	-0.00639118	
0	0	-0.00639118	
0	0	-0.0064599	
0	0	-0.0064599	
0	0	-0.00659734	
0	0	-0.00673479	
0	0	-0.00680351	
0	0	-0.00749073	
0	0	-0.00804051	
0	0	-0.00790307	
0	0	-0.00838413	
0	0	-0.00927752	
0	0	-0.00955241	
0	0	-0.0101022	
0	0	-0.0108581	
0	0	-0.011133	
0	0	-0.011133	
0	0	-0.0117515	
0	0	-0.0116141	
0	0	-0.0120951	
0	0	-0.0125075	
0	0	-0.0128511	
0	0	-0.0129198	
0	0	-0.0129885	
0	0	-0.0131947	
0	0	-0.0134009	
0	0	-0.0137445	
0	0	-0.0138819	
0	0	-0.0138819	
0	0	-0.0140194	
0	0	-0.0140881	
0	0	-0.0140194	
0	0	-0.0138819	
0	0	-0.0141568	
0	0	-0.0142255	
0	0	-0.014363	
0	0	-0.0145004	
0	0	-0.0147753	
0	0	-0.0149127	
0	0	-0.0149127	
0	0	-0.0149127	
0	0	-0.0146379	
0	0	-0.0150502	
0	0	-0.0150502	
0	0	-0.0150502	
0	0	-0.0150502	
0	0	-0.0149815	
0	0	-0.0149815	
0	0	-0.0149127	
0	0	-0.014844	
0	0	-0.014844	
0	0	-0.0140881	
0	0	-0.0140881	
0	0	-0.0138132	
0	0	-0.0124387	
0	0	-0.0121639	
0	0	-0.0109269	
0	0	-0.0108581	
0	0	-0.00962113	
0	0	-0.00886518	
0	0	-0.00879646	
0	0	-0.00755946	
0	0	-0.00694096	
0	0	-0.00618501	
0	0	-0.00542906	
0	0	-0.00446695	
0	0	-0.00377973	
0	0	-0.00309251	
0	0	-0.00219911	
0	0	-0.00144317	
0	0	-0.000687223	
0	0	-6.87223e-05	
0	0	0.00089339	
0	0	0.00144317	
0	0	0.0018555	
0	0	0.00316123	
0	0	0.00371101	
0	0	0.00412334	
0	0	0.00481056	
0	0	0.00508545	
0	0	0.00577268	
0	0	0.00673479	
0	0	0.00735329	
0	0	0.00797179	
0	0	0.00886518	
0	0	0.00996474	
0	0	0.0112705	
0	0	0.0128511	
0	0	0.0142942	
0	0	0.0155312	
0	0	0.0176616	
0	0	0.0191735	
0	0	0.0209603	
0	0	0.023022	
0	0	0.0252211	
0	0	0.0265955	
0	0	0.0281762	
0	0	0.029207	
0	0	0.0300317	
0	0	0.0305814	
0	0	0.0306502	
0	0	0.0307189	
0	0	0.0306502	
0	0	0.0301004	
0	0	0.0301004	
0	0	0.0302378	
0	0	0.0294819	
0	0	0.0290695	
0	0	0.0289321	
0	0	0.0280387	
0	0	0.027214	
0	0	0.0270766	
0	0	0.0261832	
0	0	0.0251524	
0	0	0.0245339	
0	0	0.0232969	
0	0	0.0224035	
0	0	0.0213039	
0	0	0.020548	
0	0	0.0192423	
0	0	0.0184176	
0	0	0.0174555	
0	0	0.0164246	
0	0	0.0150502	
0	0	0.0133321	
0	0	0.0116141	
0	0	0.00996474	
0	0	0.00865901	
0	0	0.00714712	
0	0	0.00618501	
0	0	0.00501673	
0	0	0.00405462	
0	0	0.00302378	
0	0	0.00213039	
0	0	0.001237	
0	0	0.000755946	
0	0	6.87223e-05	
0	0	-0.000481056	
0	0	-0.00171806	
