time	COG_x	COG_y	COG_z	Pr_x	Pr_y	Pr_z	Pl_x	Pl_y	Pl_z	BODY_x	BODY_y	BODY_z	BODY_vx	BODY_vy	BODY_vz	BODY_ax	BODY_ay	BODY_az	COG_vx	COG_vy	COG_vz	COG_ax	COG_ay	COG_az	
0.35	-0.000206718	0.0454722	0.216601	-5.08758e-05	0.00301773	4.12476e-07	-5.00525e-05	0.0993003	-2.86866e-07	0.0277392	0.0427651	0.280818	5.52347e-05	-0.158054	0.000726871	0.00141189	0.0451288	0.0176447	0	-0.111121	0	0	0.0641193	0	
0.375	-0.00020722	0.0427313	0.2166	-5.07506e-05	0.00301143	3.26755e-07	-5.54683e-05	0.0992965	-3.40502e-07	0.0277426	0.0388692	0.280846	0.000137065	-0.155834	0.00113981	0.00327321	0.0888263	0.0165176	0	-0.109123	0	0	0.0957112	0	
0.4	-0.000207166	0.0400498	0.216599	-5.06269e-05	0.00300526	2.69242e-07	-5.5325e-05	0.0992896	-3.3247e-07	0.0277459	0.0350569	0.280884	0.000134205	-0.152494	0.00153269	-0.000114389	0.1336	0.0157151	0	-0.106336	0	0	0.127293	0	
0.425	-0.0002074	0.0374476	0.216598	-5.05052e-05	0.00299927	2.38308e-07	-5.51842e-05	0.099283	-2.9705e-07	0.0277496	0.0313555	0.280931	0.000147908	-0.148057	0.001882	0.000548123	0.177472	0.0139723	0	-0.102759	0	0	0.158864	0	
0.45	-0.000207696	0.0349442	0.216596	-5.0386e-05	0.0029935	2.31077e-07	-5.50468e-05	0.0992766	-2.37961e-07	0.0277539	0.0277927	0.280986	0.000169548	-0.14251	0.00216255	0.000865587	0.221855	0.011222	0	-0.0983927	0	0	0.190425	0	
0.475	-0.000208022	0.0325594	0.216594	-5.02706e-05	0.00298801	2.44781e-07	-5.49139e-05	0.0992705	-1.58799e-07	0.0277586	0.0243965	0.281045	0.000187332	-0.13585	0.00238238	0.000711363	0.266419	0.00879333	0	-0.0932377	0	0	0.221976	0	
0.5	-0.000208369	0.0303126	0.216593	-5.01602e-05	0.00298283	2.75955e-07	-5.4787e-05	0.0992647	-6.3936e-08	0.0277635	0.0211947	0.281108	0.000199295	-0.128069	0.00252905	0.000478519	0.31123	0.00586668	0	-0.087294	0	0	0.253517	0	
0.525	-0.000208724	0.0282235	0.216591	-5.00562e-05	0.002978	3.20731e-07	-5.46676e-05	0.0992594	4.18092e-08	0.0277687	0.0182157	0.281173	0.000204952	-0.119163	0.00259654	0.000226287	0.356253	0.00269966	0	-0.080562	0	0	0.285047	0	
0.55	-0.000209608	0.026312	0.216589	-5.55108e-05	0.00297666	4.16536e-07	-5.4557e-05	0.0992545	1.53291e-07	0.0277738	0.0154875	0.281238	0.000203967	-0.109126	0.00258071	-3.93967e-05	0.401472	-0.000633244	0	-0.0730418	0	0	0.316567	0	
0.575	-0.00020957	0.0245969	0.216587	-5.54127e-05	0.00297226	4.82762e-07	-5.44559e-05	0.0992501	2.6547e-07	0.0277792	0.0130384	0.2813	0.000218346	-0.0979637	0.00248618	0.000575144	0.446494	-0.00378122	0	-0.0647337	0	0	0.348076	0	
